[INFO] [launch]: All log files can be found below /home/pi/.ros/log/2024-11-25-15-07-04-320253-drone-home-6179
[INFO] [launch]: Default logging verbosity is set to INFO
[WARNING] [imu_publisher-2]: there are now at least 2 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [joy_node-3]: there are now at least 3 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [drive_hardware-4]: there are now at least 4 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [controller-5]: there are now at least 5 nodes with the name /drone_home1/sim created within this launch context
[WARNING] [static_transform_publisher-7]: there are now at least 2 nodes with the name /drone_home1/static_transform_publisher created within this launch context
[INFO] [drive_publisher-1]: process started with pid [6186]
[INFO] [imu_publisher-2]: process started with pid [6187]
[INFO] [joy_node-3]: process started with pid [6188]
[INFO] [drive_hardware-4]: process started with pid [6189]
[INFO] [controller-5]: process started with pid [6190]
[INFO] [static_transform_publisher-6]: process started with pid [6191]
[INFO] [static_transform_publisher-7]: process started with pid [6192]
[static_transform_publisher-7] [WARN] [1732565224.503270701] []: Old-style arguments are deprecated; see --help for new-style arguments
[static_transform_publisher-6] [WARN] [1732565224.515925612] []: Old-style arguments are deprecated; see --help for new-style arguments
[static_transform_publisher-7] [INFO] [1732565224.619149212] [drone_home1.static_transform_publisher]: Spinning until stopped - publishing transform
[static_transform_publisher-7] translation: ('0.000000', '0.000000', '0.000000')
[static_transform_publisher-7] rotation: ('0.000000', '0.000000', '0.000000', '1.000000')
[static_transform_publisher-7] from 'map' to 'gps_sensor'
[static_transform_publisher-6] [INFO] [1732565224.626955162] [drone_home1.static_transform_publisher]: Spinning until stopped - publishing transform
[static_transform_publisher-6] translation: ('0.000000', '0.000000', '0.000000')
[static_transform_publisher-6] rotation: ('0.000000', '0.000000', '0.000000', '1.000000')
[static_transform_publisher-6] from 'map' to 'imu_frame'
[drive_hardware-4] /usr/lib/python3/dist-packages/gpiozero/output_devices.py:1509: PWMSoftwareFallback: To reduce servo jitter, use the pigpio pin factory.See https://gpiozero.readthedocs.io/en/stable/api_output.html#servo for more info
[drive_hardware-4]   warnings.warn(PWMSoftwareFallback(
[controller-5] [INFO] [1732565225.732980981] [drone_home1.sim]: Controller running
[imu_publisher-2] [INFO] [1732565227.111332325] [drone_home1.sim]: Calibration status: (False, 'Calibration (sys:0, gyro:0, accel:3, mag:0)')
[controller-5] [INFO] [1732565477.560148607] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.561103970] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565477.609206841] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565477.610064489] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.611022741] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565477.659339043] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565477.660171670] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.661131273] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565477.709264148] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565477.710131019] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.711220803] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565477.759169232] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565477.759930444] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.760858896] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565477.809433115] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565477.810203753] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.811158504] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565477.859382797] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565477.860458153] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.861386346] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565477.909431508] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565477.910204146] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.911155842] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565477.959200059] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565477.959993533] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565477.960947062] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.009396624] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.010217602] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.011227433] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.059480645] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.060233541] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.061213462] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.109728294] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.110544272] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.111500875] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.159265367] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.160032320] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.160975756] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.209271805] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.210036555] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.211789689] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.259287411] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.260047604] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.260970797] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.309276958] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.310055358] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.311020870] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.359066577] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.359618470] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.360488546] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.409262406] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.410111887] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.411100272] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.459326758] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.459989663] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.460855738] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.509367996] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.510135302] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.511111000] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.559321966] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.560090938] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.561083008] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.609199149] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.609956676] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.610968748] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.659385551] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.660315689] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.661237937] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.709388693] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.710181205] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.711191055] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.759136474] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.759894797] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.760851308] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.809382271] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.810133853] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.811134146] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.859420120] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.860205705] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.861217722] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.909493584] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.910216348] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.911201899] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565478.959395067] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565478.960149389] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565478.961096695] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.009259605] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.010046784] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.011055523] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.059191730] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.060011078] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.061011576] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.109083461] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.109815559] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.110763959] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.159137673] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.159932167] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.160961093] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.209156973] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.209946763] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.210956910] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.259297639] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.260056221] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.261053775] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.309206187] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.310016293] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.311128915] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.358993629] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.359569154] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.360332941] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.409371561] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.410137218] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.411120140] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.459196044] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.459960109] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.460955198] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.509112500] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.509908994] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.510900398] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.559179509] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.559925109] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.560888362] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.609197365] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.609993415] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.610990579] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565479.659281877] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.95046655294453
[controller-5] [INFO] [1732565479.660096410] [drone_home1.sim]: CurrentDiff: 37.724851092270846
[controller-5] [INFO] [1732565479.661072220] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565479.709127307] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565479.709909596] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565479.710911279] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565479.759186630] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565479.759961085] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565479.760950748] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565479.809106475] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565479.809880226] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565479.810894818] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565479.859125683] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565479.859885136] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565479.860853872] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565479.909153392] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565479.909919550] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565479.910913214] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565479.959320005] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565479.960117796] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565479.961126498] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565480.009535739] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565480.010282229] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565480.011252853] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565480.059337377] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565480.060106553] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565480.061149427] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565480.109332257] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565480.110130456] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565480.111143048] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565480.159251796] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565480.160042679] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565480.161076552] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565480.209276643] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565480.210071767] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565480.211134217] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565480.259271357] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565480.260035793] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565480.261054923] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565480.309255014] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565480.310031340] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565480.311040117] [drone_home1.sim]: Going to 1: 9.40 meters
[controller-5] [INFO] [1732565480.359235282] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.55390621146942
[controller-5] [INFO] [1732565480.360015034] [drone_home1.sim]: CurrentDiff: 37.32956972084433
[controller-5] [INFO] [1732565480.361020496] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565480.409235293] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.02772868858877
[controller-5] [INFO] [1732565480.410003488] [drone_home1.sim]: CurrentDiff: 36.80503695340279
[controller-5] [INFO] [1732565480.410958612] [drone_home1.sim]: Going to 1: 9.55 meters
[controller-5] [INFO] [1732565480.459288569] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 105.02772868858877
[controller-5] [INFO] [1732565480.460172259] [drone_home1.sim]: CurrentDiff: 36.80503695340279
[controller-5] [INFO] [1732565480.461198501] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.509256762] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.510125061] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.511160137] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.559274478] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.560073918] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.561095604] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.609238874] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.610062224] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.611077761] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.659247441] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.660072050] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.661091384] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.709298013] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.710216040] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.711299140] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.759294635] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.760110447] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.761291761] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.809413325] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.810226878] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.811329924] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.859216667] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.860006105] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.860967562] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.909216177] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.910028211] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.911053397] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565480.959238061] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565480.960070245] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565480.961087208] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.009227742] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.010035905] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.011122728] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.059314141] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.060108895] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.061173031] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.109273933] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.110058353] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.111070316] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.159161736] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.159982419] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.161028664] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.209191333] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.209983698] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.210991624] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.259524722] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.260292955] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.261265969] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.309383744] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.310136290] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.311181960] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.359160739] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.359930194] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.360899949] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.409210041] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.409964550] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.410943824] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.459269215] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.460060580] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.461092119] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.509220099] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.509962958] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.510930935] [drone_home1.sim]: Going to 1: 9.48 meters
[controller-5] [INFO] [1732565481.559278421] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.83496920878976
[controller-5] [INFO] [1732565481.560058673] [drone_home1.sim]: CurrentDiff: 36.612864999466886
[controller-5] [INFO] [1732565481.561035503] [drone_home1.sim]: Going to 1: 9.33 meters
[controller-5] [INFO] [1732565481.609258308] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.44842085453179
[controller-5] [INFO] [1732565481.610080676] [drone_home1.sim]: CurrentDiff: 36.22747042178102
[controller-5] [INFO] [1732565481.611062062] [drone_home1.sim]: Going to 1: 9.33 meters
[controller-5] [INFO] [1732565481.659229731] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.44842085453179
[controller-5] [INFO] [1732565481.659982795] [drone_home1.sim]: CurrentDiff: 36.22747042178102
[controller-5] [INFO] [1732565481.660983035] [drone_home1.sim]: Going to 1: 9.33 meters
[controller-5] [INFO] [1732565481.709110348] [drone_home1.sim]: Current Yaw: 68.53236811438464, target = 104.44842085453179
